Content,proba,result,CurElementMark,SpecialSymbolsCount,WordsCount,SymbolCount,Lowercase,Uppercase,LastSymbolPd,FirstKeyWord,FullBold,FullItalic,Alignment,KeepLinesTogether,KeepWithNext,LeftIndentation,LineSpacing,NoSpaceBetweenParagraphsOfSameStyle,OutlineLevel,PageBreakBefore,RightIndentation,SpaceAfter,SpaceBefore,SpecialIndentation,FirstKeyWord_missed,LastSymbolPd_missed
Рисунок 2.1 – Поддержка getUserMedia [12],0.9806805965202774,*,h1,4,6.0,41.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.2 – Поддержка getDisplayMedia [12],0.9797377362487749,*,h1,4,6.0,44.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.3 – Поддержка WebCodecs: VideoEncoder [11],0.9789174082394623,*,h1,5,7.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.4 – Конфигурация кодирующего и декодирующего интерфейсов,0.9802700920721471,*,h1,2,8.0,66.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.5 – Поддержка MediaStreamTrackProcessor [10],0.9792770981044892,*,h1,4,6.0,54.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.6 – Поддержка MediaStreamTrackGenerator,0.9773097265137245,*,h1,2,5.0,49.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.7 – Кодирование потока с данными.,0.9380953502365841,*,h1,2,7.0,43.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,False
Рисунок 2.8 – Отправка закодированного кадра,0.9837268046514344,*,h1,2,6.0,44.0,False,False,.,Рисунок,False,False,Center,False,False,1.85,1.10416666666667,False,BodyText,False,3.15,18.15,0,-35.45,False,True
Рисунок 2.9 – Структура сообщения с кадром,0.9817195858321592,*,h1,2,7.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,1.85,1.10416666666667,False,BodyText,False,3.15,18.15,0,0,False,True
Рисунок 2.9 – Декодирование кадра,0.9759400579351514,*,h1,2,5.0,33.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.10 – Поддержка технологии VideoDecoder,0.980577870503199,*,h1,2,6.0,48.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.11 – Чтение и буферизация кадров,0.9817195858321592,*,h1,2,7.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.12 – Функция для установления соединения на стороне клиента,0.9812723433129551,*,h1,2,10.0,69.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рисунок 2.13 – Вызов функции с аргументами,0.9817195858321592,*,h1,2,7.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
Рис.2.15. Создание инстанса сервера.,0.9063085007427507,*,h1,1,4.0,36.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,False
Рисунок 2.16 – Создание обработчика на сервере,0.9806259271530607,*,h1,2,7.0,46.0,False,False,.,Рисунок,False,False,Center,False,False,1.35,1.10416666666667,False,BodyText,False,3.15,18.15,0,0.5,False,True
"Рисунок 1. Отличия MVC, MVP и MVVM",0.9980095970757766,*,h1,2,7.0,34.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,12,0,0,False,True
Рисунок 2. Архитектурный подход VIPER,0.9977756278898295,*,h1,1,5.0,37.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,12,0,0,False,True
Рисунок 3. Архитектурный подход VIP,0.9975621142964146,*,h1,1,5.0,35.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,12,0,0,False,True
Рисунок 4. Архитектурный подход TCA,0.9975621142964146,*,h1,1,5.0,35.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,12,0,0,False,True
"Рисунок 1 – Российский рынок интернет-торговли, 2010-2022гг.",0.9085279011461843,*,h1,4,7.0,60.0,False,False,.,Рисунок,False,False,Justify,False,False,0,1.5,False,BodyText,False,-0.1,0,0,-35.45,False,False
Рисунок 2 – Классификации компаний электронной коммерции,0.9557547812207069,*,h1,1,7.0,56.0,False,False,.,Рисунок,False,False,Justify,False,False,0,1.5,False,BodyText,False,-0.1,0,0,-35.45,False,True
Рисунок 1 — Архитектура блокчейна,0.9978304427031005,*,h1,0,5.0,33.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
Рисунок 1 – DAG для работы 1,0.9977949488729194,*,h1,1,7.0,28.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 2 – План для работы 1,0.9979407677655425,*,h1,1,7.0,29.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 3 – DAG для работы 2,0.9977949488729194,*,h1,1,7.0,28.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 4 – План для работы 2,0.9979407677655425,*,h1,1,7.0,29.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 5 – Архитектура кластеров,0.9975739242868332,*,h1,1,5.0,33.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 6 – Архитектура Xen и KVM,0.9980496024643836,*,h1,1,7.0,33.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 7 – Работающая виртуальная машина,0.9982772718996921,*,h1,1,6.0,41.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 1 – Диаграмма 1 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 2 – Диаграмма 2 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 3 – Диаграмма 3 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 4 – Диаграмма 4 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 5 –  Диаграмма 5 опроса иностранных студентов,0.9986978696140221,*,h1,1,9.0,53.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 6 – Диаграмма 6 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 7 – Диаграмма 7 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 8 – Диаграмма 8 опроса иностранных студентов,0.9985786389974158,*,h1,1,8.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 9 – Интерфейс сервиса “Главред”,0.9988119214236633,*,h1,1,6.0,39.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 10 – Интерфейс ввода текста в “Текстометре”,0.9986268057271233,*,h1,1,8.0,51.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 11 – Результат анализа в “Текстометре”,0.9987895197953841,*,h1,1,7.0,46.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 12 – Интерфейс сервиса “ReText.AI”,0.9989190542617741,*,h1,2,6.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 13 – Интерфейс ввода текста в “Простым языком”,0.9986202161803834,*,h1,1,9.0,54.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 14 – Результат анализа в “Простым языком”,0.9986268057271233,*,h1,1,8.0,49.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 15 – Интерфейс ввода текста в “ISTIO”,0.9987172494827985,*,h1,1,8.0,45.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 16 – Результат анализа в “ISTIO”,0.9988119214236633,*,h1,1,7.0,40.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 17 – Диаграмма деятельности инструмента адаптации учебных материалов,0.998194008675243,*,h1,1,9.0,76.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 1 – Распределение приложений в AppStore по основным функциям,0.9985116861218604,*,h1,1,10.0,68.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 2 – Время десериализации JSON-объекта,0.9989186389090632,*,h1,2,6.0,45.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 3 – Структура MVVM,0.9916409775697144,*,h1,1,5.0,26.0,False,False,.,Рисунок,True,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 4 – Структура шаблона VIPER,0.9988914523352037,*,h1,1,6.0,35.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
"Рисунок   Пример замены слов русского языка (слева – в начале книги, справа – в конце)",0.998627724845482,*,h1,4,17.0,87.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рисунок   Пример реализации методики в комиксах школы английского языка онлайн Skyeng,0.9959701580421593,*,h1,0,13.0,86.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рисунок   Пример онлайн-варианта книги с параллельным переводом,0.9990790472921405,*,h1,1,9.0,64.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рисунок   Пример книги по методу И.Франка,0.9991802675637165,*,h1,1,8.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рисунок   Примеры реализации приложений для расширения словарного запаса при чтении произведений,0.9955750274643211,*,h1,0,13.0,97.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рисунок  - Схема клиент-серверного взаимодействия в архитектуре REST API,0.9990124821485401,*,h1,1,9.0,72.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
"Рисунок  – Технологичность, новизна проекта",0.999327445565577,*,h1,2,6.0,43.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рисунок  - Модель ценностного предложения Остервальдера,0.9992823766394487,*,h1,1,7.0,55.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,10,0,0,False,True
Рис. 1 Псевдокод операции алгоритма Compare-and-Swap,0.9989788826775622,*,h1,2,6.0,52.0,False,False,.,Рисунок,True,True,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рис. 2 Псевдокод операции алгоритма Restricted Double-Compare Single-Swap,0.9989419955710709,*,h1,2,8.0,73.0,False,False,.,Рисунок,True,True,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 1  Скриншот магазина Лабиринт,0.9973917923695138,*,h1,0,6.0,38.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 2  Скриншот магазина Букинист,0.9973917923695138,*,h1,0,6.0,38.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 3  Скриншот магазина Читай город,0.9973917923695138,*,h1,0,7.0,41.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 4,0.99053200835891,*,h1,0,2.0,9.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 5,0.99053200835891,*,h1,0,2.0,9.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 6,0.99053200835891,*,h1,0,2.0,9.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 7,0.9745168633142586,*,h1,0,2.0,9.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,True,BodyText,False,0,0,0,0,False,True
Рисунок 8,0.99053200835891,*,h1,0,2.0,9.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 9  Структура интернет-магазина,0.9865451024745326,*,h1,1,5.0,39.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,5,5,0,False,True
Рисунок 1 – Пример хранения данных в Key-Value база данных.,0.9512901875292009,*,h1,3,10.0,59.0,False,False,.,Рисунок,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,False
Рисунок 2  – Отличие колоночной БД от реляционной.,0.905377903888053,*,h1,2,9.0,50.0,False,False,.,Рисунок,False,False,Justify,False,False,36,1.5,False,BodyText,False,0,0,0,-36,False,False
Рисунок 3 – Пример запроса к БД ClickHouse,0.9771090466425366,*,h1,1,8.0,42.0,False,False,.,Рисунок,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
Рисунок 4  – Изображение схемы данных в MongoDB,0.9783257594116691,*,h1,1,9.0,47.0,False,False,.,Рисунок,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
Рисунок 5  –  Пример запроса к Neo4j и изображение модели данных,0.986724978879743,*,h1,1,13.0,64.0,False,False,.,Рисунок,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
Рисунок 6 –  Концептуальная модель данных,0.9554306611078729,*,h1,1,7.0,41.0,False,False,.,Рисунок,False,False,Justify,False,False,36,1.5,False,BodyText,False,0,0,0,-36,False,True
"Рисунок 1 – SSR, SSG, SPA",0.9978820974129731,*,h1,2,6.0,25.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 2 – Процент использования frontend-библиотек,0.9982471002379778,*,h1,2,6.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 3 – Производительность фреймворков,0.9979789228631669,*,h1,1,5.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 4 – Сборщики веб приложений,0.9978980408697491,*,h1,1,6.0,35.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
Рисунок 5 – Концепт архитектуры “Vertical Slices”,0.9982914792314292,*,h1,1,7.0,49.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 6 – Концепт архитектуры “Clean architecture”,0.998285200400277,*,h1,1,7.0,52.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 7 – Концепт архитектуры “Clean architecture” во frontend-приложениях,0.9973877305080461,*,h1,2,9.0,76.0,False,False,.,Рисунок,False,False,Center,False,False,0,1,False,BodyText,False,0,8,0,0,False,True
Рисунок 1 – Карты МТГ с разных языков,0.9987511640824432,*,h1,1,8.0,37.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 2 – Размер карты МТГ,0.997315799239084,*,h1,1,6.0,28.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
Рисунок 3 – Карточки в разных состояниях,0.9985507308507267,*,h1,1,7.0,40.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,8,0,-35.45,False,True
Рисунок 4 – Сайт топдек,0.9987246754882229,*,h1,1,5.0,23.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
"Рисунок 5 - Изображения, содержащие МТГ карт на столе из сайта топдека",0.9984615788433152,*,h1,2,12.0,70.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 6 – Интерфейс python приложения LabelMe,0.9987895197953841,*,h1,1,7.0,47.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 7 – API сайта scryfall,0.998740217867951,*,h1,1,6.0,30.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,8,0,0,False,True
Рисунок 8 - Пример исходного изображения карты МТГ из сайта scryfall,0.9984952254628925,*,h1,1,11.0,68.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 1 − Система управления проектами,0.9972070980346616,*,h1,0,6.0,40.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,8,0,-35.4,False,True
Рисунок 2 − Интерфейс системы,0.9935513003191068,*,h1,0,5.0,29.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 3 − Интерфейс системы,0.9935513003191068,*,h1,0,5.0,29.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 4 − Интерфейс системы,0.9935513003191068,*,h1,0,5.0,29.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 5 − Код для антиплагиата,0.9793343955149382,*,h1,0,6.0,32.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Рисунок 6 − Код для антиплагиата,0.9793343955149382,*,h1,0,6.0,32.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Рисунок 7 − Код для антиплагиата,0.9793343955149382,*,h1,0,6.0,32.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Рисунок 1 - Use-case: диаграмма пользователя.,0.9989213725998769,*,h1,3,6.0,45.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,False
Рисунок 2 – Use-case: диаграмма преподавателя/администратора.,0.9991293823348815,*,h1,5,6.0,61.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,False
Рисунок 3 - Структурная схема проекта.,0.998123340786905,*,h1,2,6.0,38.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,False
Рисунок 4 – Симуляция работы сети в cisco packet tracer,0.9991681698915609,*,h1,1,10.0,55.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
Рисунок 5 - Интерфейс командной строки,0.9992703827275288,*,h1,1,6.0,38.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
Рисунок 6 - Пример эмулируемых устройств,0.9982772718996921,*,h1,1,6.0,40.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 7 - Сеть в режиме симуляции,0.9981309533365647,*,h1,1,7.0,35.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 8 - Симуляция работы сети в GNS3,0.9982641636188955,*,h1,1,8.0,40.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 9 - Интерфейс командной строки,0.9982772718996921,*,h1,1,6.0,38.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 10 – Стандартный набор эмулируемых устройств в GNS3,0.9982226604915038,*,h1,1,9.0,59.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 11 - Опция установки сторонних устройств,0.9982914792314292,*,h1,1,7.0,48.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 12 - В GNS3 импортированы образы роутеров cisco,0.99828306904829,*,h1,1,9.0,55.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 13 – API Взаимодействия с устройствами,0.9983057120567015,*,h1,1,7.0,46.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 14 - Интерфейс лаборатории PNETLab,0.9983185428501645,*,h1,1,6.0,42.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 15 - Отладка узлов сети,0.9980496024643836,*,h1,1,6.0,31.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 16 - Встроенный модуль wireshark,0.9982772718996921,*,h1,1,6.0,40.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 17 - Список доступных устройств в PNETLab по умолчанию,0.9981183231493365,*,h1,1,10.0,62.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 18 - Пример доступных образов для установки в PNETLab,0.9981183231493365,*,h1,1,10.0,61.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 19 - Сравнительная характеристика симуляторов сетей,0.9982009392225863,*,h1,1,7.0,59.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 20 - Эмулируемая сеть,0.9876093482719699,*,h1,1,5.0,29.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Рисунок 21 - Результат работы скрипта,0.9908938398936042,*,h1,1,6.0,37.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Рисунок 22 – Диаграмма последовательности выполнения ЛР,0.9982617431131443,*,h1,1,7.0,55.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 23 - Диаграмма развёртывания Web-сервиса,0.9982914792314292,*,h1,1,6.0,48.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Рисунок 1 — Потоки данных АСУ ТП при использовании ViPNet SIES,0.9972386945553658,*,h1,0,11.0,62.0,False,False,.,Рисунок,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 1 – Сравнительная оценка инструментов оптимизации найма,0.9942018548715466,*,f1,1,8.0,63.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
Таблица 1 – Основные составляющие общей целевой архитектуры ИТ,0.9990064947332192,*,f1,1,9.0,62.0,False,False,.,Таблица,False,False,Left,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 1 — Сравнение централизованного и децентрализованного подхода хранения данных в контексте рассматриваемой задачи,0.9800737578766994,*,f1,0,14.0,120.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 2 — Сравнение традиционных скриптов и смарт-контрактов в контексте рассматриваемой задачи,0.992099529463561,*,f1,1,12.0,97.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 1 – Введение в набор данных cluster-trace-v2018,0.99045966617613,*,f1,2,8.0,55.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 2 – Схема machine_meta.csv,0.9419332153490226,*,f1,2,5.0,34.0,False,False,.,Таблица,False,False,Left,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Таблица 3 – Схема machine_usage.csv,0.9419332153490226,*,f1,2,5.0,35.0,False,False,.,Таблица,False,False,Left,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Таблица 4 – Схема container_meta.csv,0.940996110954962,*,f1,2,5.0,36.0,False,False,.,Таблица,False,False,Left,False,False,0,1.07916666666667,False,BodyText,False,0,0,0,0,False,True
Таблица 5 – Схема container_usage.csv,0.9502531487319802,*,f1,2,5.0,37.0,False,False,.,Таблица,False,False,Left,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
Таблица 6 – Схема batch_task.csv,0.9338129915311375,*,f1,2,5.0,32.0,False,False,.,Таблица,False,False,Left,False,False,0,1.07916666666667,False,BodyText,False,0,0,0,0,False,True
Таблица 7 – Схема batch_ instance.csv,0.9529541298736744,*,f1,2,6.0,37.0,False,False,.,Таблица,False,False,Left,False,False,0,1.07916666666667,False,BodyText,False,0,0,0,0,False,True
Таблица 8 – Различия между Xen и KVM,0.9853230156034738,*,f1,1,8.0,36.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 9 – Стек технологий виртуализации исследования,0.9890030499035164,*,f1,1,7.0,54.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 1 – Сравнительный анализ инструментов работы с текстом,0.9995731773832109,*,f1,1,9.0,62.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
Таблица 1 – Сравнение архитектурных шаблонов,0.9993068902650173,*,f1,1,5.0,44.0,False,False,.,Таблица,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,0,False,True
